COCO_val2014_000000143572.bin, 2, 1
COCO_val2014_000000296848.bin, 2, 1
COCO_val2014_000000252294.bin, 2, 1
COCO_val2014_000000057593.bin, 2, 1
COCO_val2014_000000035429.bin, 2, 1
COCO_val2014_000000306585.bin, 2, 1
COCO_val2014_000000462324.bin, 2, 1
COCO_val2014_000000178516.bin, 2, 1
COCO_val2014_000000259640.bin, 2, 1
COCO_val2014_000000085089.bin, 2, 1
COCO_val2014_000000389197.bin, 2, 1
COCO_val2014_000000529838.bin, 2, 1
COCO_val2014_000000434787.bin, 2, 1
COCO_val2014_000000232241.bin, 2, 1
COCO_val2014_000000256771.bin, 2, 1
COCO_val2014_000000566923.bin, 2, 1
COCO_val2014_000000303607.bin, 2, 1
COCO_val2014_000000115043.bin, 2, 1
COCO_val2014_000000499940.bin, 2, 1
COCO_val2014_000000467477.bin, 2, 1
COCO_val2014_000000558635.bin, 2, 1
COCO_val2014_000000111325.bin, 2, 1
COCO_val2014_000000579073.bin, 2, 1
COCO_val2014_000000086625.bin, 2, 1
COCO_val2014_000000400117.bin, 2, 1
COCO_val2014_000000087681.bin, 2, 1
COCO_val2014_000000344498.bin, 2, 1
COCO_val2014_000000038886.bin, 2, 1
COCO_val2014_000000427476.bin, 2, 1
COCO_val2014_000000051079.bin, 2, 1
COCO_val2014_000000277761.bin, 2, 1
COCO_val2014_000000343413.bin, 2, 1
COCO_val2014_000000210789.bin, 2, 1
COCO_val2014_000000119729.bin, 2, 1
COCO_val2014_000000293425.bin, 2, 1
COCO_val2014_000000027578.bin, 2, 1
COCO_val2014_000000310369.bin, 2, 1
COCO_val2014_000000564163.bin, 2, 1
COCO_val2014_000000067078.bin, 2, 1
COCO_val2014_000000237230.bin, 2, 1
COCO_val2014_000000034818.bin, 2, 1
COCO_val2014_000000264124.bin, 2, 1
COCO_val2014_000000229111.bin, 2, 1
COCO_val2014_000000017436.bin, 2, 1
COCO_val2014_000000042752.bin, 2, 1
COCO_val2014_000000421218.bin, 2, 1
COCO_val2014_000000520910.bin, 2, 1
COCO_val2014_000000241318.bin, 2, 1
COCO_val2014_000000163852.bin, 2, 1
COCO_val2014_000000222118.bin, 2, 1
COCO_val2014_000000155466.bin, 2, 1
COCO_val2014_000000047740.bin, 2, 1
COCO_val2014_000000406147.bin, 2, 1
COCO_val2014_000000024776.bin, 2, 1
COCO_val2014_000000227582.bin, 2, 1
COCO_val2014_000000489739.bin, 2, 1
COCO_val2014_000000311465.bin, 2, 1
COCO_val2014_000000376342.bin, 2, 1
COCO_val2014_000000049985.bin, 2, 1
COCO_val2014_000000145665.bin, 2, 1
COCO_val2014_000000215914.bin, 2, 1
COCO_val2014_000000301541.bin, 2, 1
COCO_val2014_000000156192.bin, 2, 1
COCO_val2014_000000427181.bin, 2, 1
COCO_val2014_000000114183.bin, 2, 1
COCO_val2014_000000534605.bin, 2, 1
COCO_val2014_000000463913.bin, 2, 1
COCO_val2014_000000315810.bin, 2, 1
COCO_val2014_000000333402.bin, 2, 1
COCO_val2014_000000245642.bin, 2, 1
COCO_val2014_000000294209.bin, 2, 1
COCO_val2014_000000018687.bin, 2, 1
COCO_val2014_000000441472.bin, 2, 1
COCO_val2014_000000460333.bin, 2, 1
COCO_val2014_000000312341.bin, 2, 1
COCO_val2014_000000156282.bin, 2, 1
COCO_val2014_000000015140.bin, 2, 1
COCO_val2014_000000183704.bin, 2, 1
COCO_val2014_000000187348.bin, 2, 1
COCO_val2014_000000477288.bin, 2, 1
COCO_val2014_000000573571.bin, 2, 1
COCO_val2014_000000137221.bin, 2, 1
COCO_val2014_000000195275.bin, 2, 1
COCO_val2014_000000456199.bin, 2, 1
COCO_val2014_000000424270.bin, 2, 1
COCO_val2014_000000248582.bin, 2, 1
COCO_val2014_000000042953.bin, 2, 1
COCO_val2014_000000026584.bin, 2, 1
COCO_val2014_000000558840.bin, 2, 1
COCO_val2014_000000098973.bin, 2, 1
COCO_val2014_000000117197.bin, 2, 1
COCO_val2014_000000320872.bin, 2, 1
COCO_val2014_000000554302.bin, 2, 1
COCO_val2014_000000551633.bin, 2, 1
COCO_val2014_000000133470.bin, 2, 1
COCO_val2014_000000423498.bin, 2, 1
COCO_val2014_000000192181.bin, 2, 1
COCO_val2014_000000141040.bin, 2, 1
COCO_val2014_000000228013.bin, 2, 1
COCO_val2014_000000198415.bin, 2, 1
COCO_val2014_000000213455.bin, 2, 1
COCO_val2014_000000050752.bin, 2, 1
COCO_val2014_000000356263.bin, 2, 1
COCO_val2014_000000291962.bin, 2, 1
COCO_val2014_000000442567.bin, 2, 1
COCO_val2014_000000358664.bin, 2, 1
COCO_val2014_000000096420.bin, 2, 1
COCO_val2014_000000367732.bin, 2, 1
COCO_val2014_000000071301.bin, 2, 1
COCO_val2014_000000154971.bin, 2, 1
COCO_val2014_000000091527.bin, 2, 1
COCO_val2014_000000467107.bin, 2, 1
COCO_val2014_000000385669.bin, 2, 1
COCO_val2014_000000522576.bin, 2, 1
COCO_val2014_000000467821.bin, 2, 1
COCO_val2014_000000296176.bin, 2, 1
COCO_val2014_000000447779.bin, 2, 1
COCO_val2014_000000082715.bin, 2, 1
COCO_val2014_000000336300.bin, 2, 1
